Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Test samples,Test gain,Test AUC,AUC Standard Deviation,#Background points,annual_mean_temperature contribution,annual_precipitation contribution,elevation contribution,isothermality contribution,max_temp_coldest_month contribution,max_temp_warmest_month contribution,mean_diurnal_range contribution,mean_temp_coldest_quarter contribution,mean_temp_driest_quarter contribution,mean_temp_warmest_quarter contribution,mean_temp_wettest_quarter contribution,precipitation_coldest_quarter contribution,precipitation_driest_month contribution,precipitation_driest_quarter contribution,precipitation_seasonality contribution,precipitation_warmest_quarter contribution,precipitation_wettest_month contribution,precipitation_wettest_quarter contribution,temp_annual_range contribution,temperature_seasonality contribution,annual_mean_temperature permutation importance,annual_precipitation permutation importance,elevation permutation importance,isothermality permutation importance,max_temp_coldest_month permutation importance,max_temp_warmest_month permutation importance,mean_diurnal_range permutation importance,mean_temp_coldest_quarter permutation importance,mean_temp_driest_quarter permutation importance,mean_temp_warmest_quarter permutation importance,mean_temp_wettest_quarter permutation importance,precipitation_coldest_quarter permutation importance,precipitation_driest_month permutation importance,precipitation_driest_quarter permutation importance,precipitation_seasonality permutation importance,precipitation_warmest_quarter permutation importance,precipitation_wettest_month permutation importance,precipitation_wettest_quarter permutation importance,temp_annual_range permutation importance,temperature_seasonality permutation importance,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 1 test omission,Fixed cumulative value 1 binomial probability,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 5 test omission,Fixed cumulative value 5 binomial probability,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Fixed cumulative value 10 test omission,Fixed cumulative value 10 binomial probability,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,Minimum training presence test omission,Minimum training presence binomial probability,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,10 percentile training presence test omission,10 percentile training presence binomial probability,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Equal training sensitivity and specificity test omission,Equal training sensitivity and specificity binomial probability,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,Maximum training sensitivity plus specificity test omission,Maximum training sensitivity plus specificity binomial probability,Equal test sensitivity and specificity cumulative threshold,Equal test sensitivity and specificity Cloglog threshold,Equal test sensitivity and specificity area,Equal test sensitivity and specificity training omission,Equal test sensitivity and specificity test omission,Equal test sensitivity and specificity binomial probability,Maximum test sensitivity plus specificity cumulative threshold,Maximum test sensitivity plus specificity Cloglog threshold,Maximum test sensitivity plus specificity area,Maximum test sensitivity plus specificity training omission,Maximum test sensitivity plus specificity test omission,Maximum test sensitivity plus specificity binomial probability,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission","Balance training omission, predicted area and threshold value test omission","Balance training omission, predicted area and threshold value binomial probability",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission,Equate entropy of thresholded and original distributions test omission,Equate entropy of thresholded and original distributions binomial probability
42341_0,96,2.7100,2.9895,500,0.9749,25,3.0244,0.9823,0.0035,10094,12.1674,12.6999,0.1169,1.2994,0.8091,0.6184,3.3710,44.4910,1.0215,0.0045,1.7714,0.4310,0.0043,0.1282,0.2680,0.2516,0.0158,0.0000,0.0000,20.5306,0.0000,6.5033,0.2231,0.0000,1.8242,0.6251,1.7594,20.0079,5.0516,1.8736,3.5245,0.5247,0.0000,0.0000,0.0000,0.5222,1.8533,0.0000,0.0000,55.7072,6.5092,0.0374,1.0000,0.0022,0.1721,0.0000,0.0000,7.824E-20,5.0000,0.0905,0.0740,0.0312,0.0000,5.388E-29,10.0000,0.2222,0.0533,0.0312,0.0400,6.552E-30,2.2547,0.0022,0.1721,0.0000,0.0000,7.824E-20,17.8870,0.4020,0.0389,0.0938,0.1200,1.993E-28,13.4627,0.3073,0.0459,0.0417,0.0800,4.498E-29,11.1935,0.2499,0.0503,0.0312,0.0400,1.658E-30,11.7234,0.2708,0.0492,0.0417,0.0400,9.816E-31,7.4486,0.1561,0.0614,0.0312,0.0000,5.108E-31,2.2547,0.0022,0.1721,0.0000,0.0000,7.824E-20,6.3091,0.1276,0.0665,0.0312,0.0000,3.685E-30
42341_1,97,2.7710,3.0630,500,0.9798,24,2.7748,0.9626,0.0205,10096,9.9321,11.7272,0.4246,3.1315,2.0820,1.4661,0.9684,45.5462,1.5940,0.0165,3.4184,0.3846,0.2492,0.0820,0.1449,0.3444,0.0000,0.0000,0.0014,18.4866,0.1725,5.6968,10.0865,0.5938,0.4273,0.0000,0.0625,25.6875,4.7459,0.0000,3.8641,0.6628,0.0000,0.0000,0.0000,1.3398,0.0000,0.0000,2.2617,44.3987,6.4498,0.0359,1.0000,0.0011,0.1885,0.0103,0.0417,4.22E-16,5.0000,0.1138,0.0677,0.0206,0.0417,2.897E-26,10.0000,0.2440,0.0511,0.0309,0.0417,4.507E-29,0.0734,0.0011,0.8374,0.0000,0.0000,1.412E-2,19.7683,0.4254,0.0358,0.0928,0.2083,1.167E-23,14.6298,0.3357,0.0426,0.0412,0.1667,3.474E-24,12.8605,0.3043,0.0454,0.0309,0.1250,1.095E-25,11.7208,0.2757,0.0475,0.0309,0.0417,8.572E-30,11.7208,0.2757,0.0475,0.0309,0.0417,8.572E-30,2.0867,0.0247,0.0964,0.0103,0.0417,9.317E-23,6.1174,0.1450,0.0626,0.0206,0.0417,4.725E-27
42341_2,97,2.6881,2.9683,500,0.9746,24,3.0806,0.9843,0.0029,10095,8.9314,12.0930,0.4032,3.4944,2.0491,1.4940,1.1225,44.9059,1.5680,0.0540,2.8878,0.6799,0.2434,0.1049,0.2431,0.1658,0.0086,0.0808,0.0000,19.4704,0.0000,7.5493,3.9192,1.0915,0.0000,1.5990,1.6988,2.7839,3.5526,0.0000,4.6504,0.0000,1.6160,1.6287,1.6829,1.6245,0.0000,0.0000,1.6514,64.9521,6.5257,0.0382,1.0000,0.0022,0.1694,0.0206,0.0000,3.114E-19,5.0000,0.0894,0.0742,0.0206,0.0000,7.745E-28,10.0000,0.2274,0.0540,0.0412,0.0000,3.758E-31,0.1218,0.0022,0.8183,0.0000,0.0000,8.133E-3,19.5886,0.4304,0.0375,0.0928,0.1250,2.108E-27,11.7028,0.2757,0.0500,0.0515,0.0417,2.755E-29,11.7028,0.2757,0.0500,0.0412,0.0417,2.755E-29,16.4957,0.3707,0.0417,0.0722,0.0417,4.232E-31,10.8220,0.2515,0.0519,0.0412,0.0000,1.464E-31,3.1002,0.0263,0.0976,0.0206,0.0000,5.545E-25,6.1314,0.1286,0.0676,0.0309,0.0000,8.171E-29
42341_3,97,2.8243,3.0968,500,0.9802,24,2.4777,0.9572,0.0204,10096,12.6955,13.5490,0.3364,2.7031,3.7345,0.5397,0.4083,44.1019,1.6891,1.8555,1.7167,0.2779,0.1617,0.0774,0.0581,0.1651,0.0090,0.0000,0.0000,15.9211,0.0000,5.9795,5.9182,0.6923,0.5667,0.0000,0.1229,57.8937,4.5116,0.0000,2.6175,0.8772,0.0000,0.0000,0.0000,0.5807,0.0000,0.0000,0.0000,20.2397,6.4028,0.0341,1.0000,0.0010,0.1891,0.0000,0.0000,4.363E-18,5.0000,0.1016,0.0678,0.0103,0.0833,4.748E-24,10.0000,0.2240,0.0504,0.0206,0.0833,7.153E-27,1.1947,0.0010,0.1891,0.0000,0.0000,4.363E-18,17.3001,0.3608,0.0378,0.0928,0.2500,2.731E-21,13.4253,0.2949,0.0437,0.0412,0.1667,5.733E-24,8.5658,0.1892,0.0541,0.0103,0.0833,3.325E-26,3.0155,0.0515,0.0833,0.0103,0.0833,4.198E-22,2.8740,0.0477,0.0849,0.0103,0.0417,5.087E-24,2.1099,0.0236,0.0982,0.0103,0.0417,1.418E-22,6.8250,0.1530,0.0597,0.0103,0.0833,2.921E-25
42341_4,97,2.6730,2.9441,500,0.9739,24,3.1111,0.9858,0.0025,10095,10.8415,12.5706,0.4214,1.8660,3.7959,0.6048,0.5301,45.9845,0.7029,0.0000,1.7845,0.0513,0.2633,0.1337,0.0843,0.1153,0.0000,0.0304,0.0199,20.1997,0.0000,8.4990,5.5535,0.0000,1.9920,0.0000,0.0000,15.3830,5.5513,0.0000,4.0430,0.0000,0.0000,0.0000,0.5098,1.3734,0.0000,1.9628,0.0000,55.1322,6.5446,0.0389,1.0000,0.0022,0.1774,0.0000,0.0000,9.457E-19,5.0000,0.0905,0.0763,0.0206,0.0000,1.504E-27,10.0000,0.2264,0.0553,0.0309,0.0000,6.617E-31,2.2259,0.0022,0.1774,0.0000,0.0000,9.457E-19,19.3839,0.4327,0.0387,0.0928,0.0417,7.752E-32,14.8254,0.3416,0.0451,0.0412,0.0417,2.517E-30,10.2658,0.2313,0.0546,0.0309,0.0000,4.887E-31,17.1026,0.3863,0.0417,0.0722,0.0417,4.232E-31,13.9852,0.3231,0.0466,0.0412,0.0000,1.076E-32,2.2259,0.0022,0.1774,0.0000,0.0000,9.457E-19,6.2035,0.1241,0.0688,0.0309,0.0000,1.286E-28
42341 (average),96.8000,2.7333,3.0123,500.0000,0.9767,24.2000,2.8937,0.9744,0.0100,10095.2000,10.9136,12.5279,0.3405,2.4989,2.4941,0.9446,1.2801,45.0059,1.3151,0.3861,2.3158,0.3649,0.1844,0.1052,0.1597,0.2084,0.0067,0.0222,0.0043,18.9217,0.0345,6.8456,5.1401,0.4755,0.9620,0.4448,0.7287,24.3512,4.6826,0.3747,3.7399,0.4129,0.3232,0.3257,0.4385,1.0881,0.3707,0.3926,0.7826,48.0860,6.4864,0.0369,1.0000,0.0017,0.1793,0.0062,0.0083,0.0000,5.0000,0.0972,0.0720,0.0207,0.0250,0.0000,10.0000,0.2288,0.0528,0.0310,0.0330,0.0000,1.1741,0.0017,0.4389,0.0000,0.0000,0.0045,18.7856,0.4103,0.0377,0.0930,0.1490,0.0000,13.6092,0.3110,0.0455,0.0434,0.0994,0.0000,10.9177,0.2501,0.0509,0.0289,0.0580,0.0000,12.0116,0.2710,0.0527,0.0455,0.0497,0.0000,9.3701,0.2108,0.0585,0.0310,0.0167,0.0000,2.3555,0.0158,0.1283,0.0082,0.0167,0.0000,6.3173,0.1357,0.0650,0.0248,0.0250,0.0000
4663_0,70,2.1797,2.6378,500,0.9218,18,2.1125,0.8909,0.0426,10058,4.3172,1.0593,7.0931,11.1716,1.0227,5.1488,3.0710,40.3821,1.7095,0.0180,0.0661,1.3196,0.8750,0.5093,5.2353,0.3659,0.0000,0.0000,0.0000,16.6356,0.0000,0.0000,0.0000,64.0617,0.0000,4.4642,0.0000,0.0000,2.6122,0.0000,10.9707,0.0000,0.0000,0.0000,10.5749,2.1058,0.0000,0.0000,0.0000,5.2106,7.0471,0.0576,1.0000,0.0188,0.7924,0.0000,0.0000,1.517E-2,5.0000,0.0283,0.1209,0.0000,0.0000,3.045E-17,10.0000,0.0283,0.1209,0.0000,0.0000,3.045E-17,17.7947,0.0283,0.1209,0.0000,0.0000,3.045E-17,17.7947,0.0283,0.1209,0.0000,0.0000,3.045E-17,17.7972,0.0284,0.1209,0.1571,0.2222,2.703E-10,17.7947,0.0283,0.1209,0.0000,0.0000,3.045E-17,17.7972,0.0284,0.1209,0.1571,0.2222,2.703E-10,17.7947,0.0283,0.1209,0.0000,0.0000,3.045E-17,17.7947,0.0283,0.1209,0.0000,0.0000,3.045E-17,17.9805,0.0335,0.1142,0.1571,0.2222,1.257E-10
4663_1,70,2.0948,2.5447,500,0.9167,18,2.5701,0.9185,0.0378,10057,9.2132,0.0395,7.1603,11.0883,2.2132,2.0698,2.9916,36.7394,1.6277,0.8933,0.1630,0.0387,0.8960,0.3086,7.5227,0.0526,0.0000,0.0032,0.0010,16.9782,1.7801,0.0000,0.0000,47.4526,2.1540,4.7163,5.4034,0.0000,0.0000,2.9321,4.5593,6.0095,7.6471,0.0000,6.9621,4.4238,0.0000,0.0000,0.0000,5.9597,7.1267,0.0624,1.0000,0.0221,0.7834,0.0000,0.0000,1.236E-2,5.0000,0.0333,0.1136,0.1714,0.1667,3.918E-12,10.0000,0.0333,0.1136,0.1714,0.1667,3.918E-12,1.4066,0.0332,0.7649,0.0000,0.0000,8.041E-3,1.4066,0.0332,0.7649,0.0000,0.0000,8.041E-3,19.1890,0.0333,0.1136,0.1714,0.1667,3.918E-12,27.3447,0.3745,0.0401,0.1857,0.2222,7.232E-17,19.1890,0.0333,0.1136,0.1714,0.1667,3.918E-12,25.1827,0.2759,0.0468,0.1857,0.1667,8.156E-18,1.4066,0.0332,0.7649,0.0000,0.0000,8.041E-3,19.1890,0.0333,0.1136,0.1714,0.1667,3.918E-12
4663_2,70,1.9888,2.4819,500,0.9063,18,2.8861,0.9646,0.0229,10055,6.2472,0.3051,6.6010,11.0482,0.2270,3.6884,0.2674,39.9812,1.8591,0.0297,0.6810,0.5532,0.8149,0.0149,8.3536,0.0989,0.0000,0.0038,0.1332,19.0921,0.0000,0.0000,0.0000,41.2355,0.0000,3.0057,0.0000,0.0000,2.3671,1.9183,9.7468,0.0000,0.0000,5.9730,16.6670,9.1247,0.0000,0.0000,0.0000,9.9619,7.2346,0.0701,1.0000,0.0275,0.7775,0.0000,0.0000,1.079E-2,5.0000,0.0429,0.1082,0.2000,0.0556,6.175E-16,10.0000,0.0429,0.1082,0.2000,0.0556,6.175E-16,1.4551,0.0428,0.7597,0.0000,0.0000,7.109E-3,1.4551,0.0428,0.7597,0.0000,0.0000,7.109E-3,22.1087,0.0429,0.1082,0.2000,0.0556,6.175E-16,30.5050,0.4125,0.0388,0.2143,0.1111,3.727E-21,26.1027,0.2125,0.0556,0.2143,0.0556,7.895E-21,29.3482,0.3650,0.0421,0.2143,0.0556,6.998E-23,1.4551,0.0428,0.7597,0.0000,0.0000,7.109E-3,22.1087,0.0429,0.1082,0.2000,0.0556,6.175E-16
4663_3,71,2.1977,2.6575,500,0.9243,17,2.1344,0.8883,0.0439,10059,2.1072,1.2042,8.9685,11.0170,3.4498,1.3316,1.5307,40.2712,1.6643,0.5143,0.4181,0.0000,1.1222,0.4890,5.9586,0.8770,0.0000,0.0000,0.5231,18.5532,0.0000,0.0000,12.6752,53.0931,4.9504,0.0000,0.0000,1.4195,1.8696,0.0000,0.0000,2.0867,0.0000,0.0000,7.0255,1.3630,0.0000,0.0000,6.8546,8.6625,7.0223,0.0561,1.0000,0.0187,0.7811,0.0000,0.0000,1.499E-2,5.0000,0.0272,0.1116,0.1549,0.2353,6.432E-10,10.0000,0.0272,0.1116,0.1549,0.2353,6.432E-10,1.3717,0.0272,0.7629,0.0000,0.0000,1.004E-2,1.3717,0.0272,0.7629,0.0000,0.0000,1.004E-2,17.4532,0.0272,0.1116,0.1549,0.2353,6.432E-10,20.7078,0.1430,0.0594,0.1549,0.2353,2.197E-13,17.4532,0.0272,0.1116,0.1549,0.2353,6.432E-10,25.0657,0.3397,0.0411,0.1831,0.2353,1.92E-15,1.3717,0.0272,0.7629,0.0000,0.0000,1.004E-2,17.4582,0.0274,0.1114,0.1549,0.2353,6.29E-10
4663_4,71,2.1224,2.5745,500,0.9183,17,2.4019,0.9129,0.0394,10059,6.3561,1.0122,6.8013,12.1001,0.6536,2.3755,2.9499,37.2487,2.2480,0.0000,0.2816,0.5571,0.5865,0.0000,7.8924,0.0197,0.0000,0.0000,0.0000,18.9172,1.3471,0.0000,0.0000,59.9935,19.1153,2.2461,0.0000,0.0000,1.7538,0.0000,2.4981,0.0000,7.0274,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0187,7.1001,0.0607,1.0000,0.0178,0.7899,0.0000,0.0000,1.816E-2,5.0000,0.0319,0.1109,0.1690,0.1765,2.097E-11,10.0000,0.0319,0.1109,0.1690,0.1765,2.097E-11,1.5514,0.0318,0.7622,0.0000,0.0000,9.89E-3,1.5514,0.0318,0.7622,0.0000,0.0000,9.89E-3,19.0415,0.0319,0.1109,0.1690,0.1765,2.097E-11,24.9620,0.2718,0.0461,0.1690,0.2353,8.552E-15,19.0415,0.0319,0.1109,0.1690,0.1765,2.097E-11,21.4779,0.1199,0.0670,0.1690,0.1765,2.06E-14,1.5514,0.0318,0.7622,0.0000,0.0000,9.89E-3,19.0415,0.0319,0.1109,0.1690,0.1765,2.097E-11
4663 (average),70.4000,2.1167,2.5793,500.0000,0.9175,17.6000,2.4210,0.9150,0.0373,10057.6000,5.6482,0.7241,7.3248,11.2850,1.5133,2.9228,2.1621,38.9245,1.8217,0.2911,0.3220,0.4937,0.8589,0.2644,6.9925,0.2828,0.0000,0.0014,0.1315,18.0353,0.6254,0.0000,2.5350,53.1673,5.2439,2.8865,1.0807,0.2839,1.7205,0.9701,5.5550,1.6192,2.9349,1.1946,8.2459,3.4035,0.0000,0.0000,1.3709,7.1627,7.1062,0.0614,1.0000,0.0210,0.7849,0.0000,0.0000,0.0143,5.0000,0.0327,0.1130,0.1391,0.1268,0.0000,10.0000,0.0327,0.1130,0.1391,0.1268,0.0000,4.7159,0.0327,0.6341,0.0000,0.0000,0.0070,4.7159,0.0327,0.6341,0.0000,0.0000,0.0070,19.1179,0.0327,0.1130,0.1705,0.1713,0.0000,24.2628,0.2460,0.0611,0.1448,0.1608,0.0000,19.9167,0.0667,0.1025,0.1733,0.1713,0.0000,23.7738,0.2258,0.0636,0.1504,0.1268,0.0000,4.7159,0.0327,0.6341,0.0000,0.0000,0.0070,19.1556,0.0338,0.1117,0.1705,0.1713,0.0000
4747_0,85,2.5243,2.9358,500,0.9635,22,2.9234,0.9821,0.0039,10080,16.3865,3.1462,0.0586,4.9826,1.8020,11.9346,12.5090,3.7280,3.0263,0.0030,0.0491,0.0053,0.0539,0.0007,2.7576,0.8641,0.0000,0.0523,0.0000,38.6401,0.1028,2.3508,2.3566,3.3136,0.0000,2.4503,24.6687,2.6853,0.0000,0.6136,0.0000,2.2927,0.0000,0.6413,5.3979,0.3171,0.0000,0.0000,0.0000,52.8093,6.6962,0.0433,1.0000,0.0062,0.1787,0.0000,0.0000,3.509E-17,5.0000,0.0062,0.1787,0.0000,0.0000,3.509E-17,10.0000,0.1124,0.0861,0.0471,0.0000,3.727E-24,5.2777,0.0062,0.1787,0.0000,0.0000,3.509E-17,21.1753,0.3062,0.0451,0.0941,0.1364,3.689E-23,16.0842,0.2215,0.0588,0.0588,0.0455,3.012E-25,16.6823,0.2300,0.0569,0.0588,0.0455,1.523E-25,17.0107,0.2344,0.0559,0.0706,0.0455,1.015E-25,15.2629,0.2095,0.0615,0.0588,0.0000,2.272E-27,5.2777,0.0062,0.1787,0.0000,0.0000,3.509E-17,10.9553,0.1316,0.0803,0.0588,0.0000,7.92E-25
4747_1,85,2.6020,3.0167,500,0.9741,22,2.6732,0.9407,0.0312,10082,19.6868,3.5047,0.1895,4.0578,1.7442,11.9966,13.4801,2.9847,2.7842,0.0375,0.0845,0.0000,0.0000,0.2235,3.1471,0.6127,0.0001,0.0000,0.0000,35.4664,0.0000,0.0554,0.0000,5.2838,1.7301,4.0514,8.9974,4.2814,3.1673,1.9357,0.0421,0.0000,0.0000,0.0177,4.5956,2.3638,0.0000,0.0000,0.0000,63.4784,6.6166,0.0409,1.0000,0.0030,0.1950,0.0000,0.0000,2.403E-16,5.0000,0.0557,0.1098,0.0235,0.0909,1.201E-17,10.0000,0.1522,0.0745,0.0235,0.0909,5.515E-21,2.7292,0.0030,0.1950,0.0000,0.0000,2.403E-16,22.2819,0.3373,0.0410,0.0941,0.1818,6.588E-22,19.2205,0.3001,0.0470,0.0471,0.1364,7.951E-23,16.5545,0.2657,0.0530,0.0353,0.1364,7.519E-22,7.0177,0.0997,0.0910,0.0235,0.0909,2.893E-19,10.5536,0.1621,0.0721,0.0235,0.0909,2.895E-21,2.7292,0.0030,0.1950,0.0000,0.0000,2.403E-16,10.1084,0.1535,0.0741,0.0235,0.0909,4.961E-21
4747_2,86,2.5375,2.9223,500,0.9683,21,2.9030,0.9622,0.0234,10082,18.3080,5.7477,0.1676,9.7427,3.1718,2.2469,6.6547,2.4577,4.8266,5.0261,0.3865,0.0007,0.1413,0.0509,2.9381,0.1566,0.0000,0.6339,0.4817,36.8603,0.0000,0.3534,1.8972,0.0000,0.0000,0.0000,7.9645,7.8502,0.0000,0.0962,2.6142,0.0871,0.0000,1.9538,5.9393,1.9234,0.0000,0.0000,0.0697,69.2511,6.6825,0.0434,1.0000,0.0046,0.1876,0.0000,0.0000,5.446E-16,5.0000,0.0333,0.1326,0.0349,0.0476,5.191E-17,10.0000,0.1341,0.0810,0.0349,0.0476,2.89E-21,3.9528,0.0046,0.1876,0.0000,0.0000,5.446E-16,24.0618,0.3580,0.0399,0.0930,0.1429,7.69E-23,17.2586,0.2601,0.0547,0.0581,0.0952,1.952E-22,17.2586,0.2601,0.0547,0.0465,0.0952,1.952E-22,16.9410,0.2559,0.0554,0.0465,0.0476,1.5E-24,16.9410,0.2559,0.0554,0.0465,0.0476,1.5E-24,3.9528,0.0046,0.1876,0.0000,0.0000,5.446E-16,10.3566,0.1433,0.0792,0.0349,0.0476,1.808E-21
4747_3,86,2.5934,3.0029,500,0.9650,21,2.5447,0.9742,0.0051,10081,18.8638,2.8391,0.1039,6.4791,1.9339,10.1376,10.6936,3.1080,2.9905,0.0073,0.3282,0.0000,0.4345,0.0304,2.7867,0.3840,0.0000,0.0000,0.0129,38.8664,0.4073,0.0000,2.4054,2.4218,0.1058,0.0000,10.8199,6.3914,1.3789,0.7116,0.0000,0.0000,0.0000,0.0000,3.4402,0.2622,0.0000,0.0000,0.7508,70.9048,6.6308,0.0404,1.0000,0.0058,0.1759,0.0000,0.0000,1.41E-16,5.0000,0.0058,0.1759,0.0000,0.0000,1.41E-16,10.0000,0.1011,0.0835,0.0465,0.0476,5.277E-21,5.2431,0.0058,0.1759,0.0000,0.0000,1.41E-16,22.7824,0.3285,0.0387,0.0930,0.3810,6.604E-14,15.3045,0.1968,0.0581,0.0581,0.0952,6.257E-22,14.9438,0.1900,0.0593,0.0465,0.0476,5.767E-24,14.9438,0.1900,0.0593,0.0465,0.0476,5.767E-24,9.4045,0.0920,0.0879,0.0465,0.0000,6.646E-23,5.2431,0.0058,0.1759,0.0000,0.0000,1.41E-16,11.3557,0.1251,0.0752,0.0465,0.0476,6.505E-22
4747_4,86,2.5790,2.9925,500,0.9697,21,2.6883,0.9598,0.0232,10083,17.9952,3.3068,0.7152,4.9037,1.7449,13.1573,13.2748,1.6768,2.5337,0.0000,0.0303,0.0007,0.2347,0.0000,4.0077,0.8531,0.0000,0.0000,0.0000,35.5650,0.0000,1.9466,0.2645,0.0000,0.4515,1.5519,25.2272,5.3831,0.4680,0.0000,0.0000,0.0699,1.5186,0.0000,5.7083,0.0000,0.0000,0.0000,0.0000,57.4104,6.6412,0.0416,1.0000,0.0044,0.1844,0.0000,0.0000,3.797E-16,5.0000,0.0330,0.1316,0.0349,0.0476,4.464E-17,10.0000,0.1312,0.0806,0.0349,0.0476,2.615E-21,3.9442,0.0044,0.1844,0.0000,0.0000,3.797E-16,26.9843,0.3871,0.0345,0.0930,0.2381,6.993E-20,15.9296,0.2374,0.0578,0.0581,0.0952,5.658E-22,15.0398,0.2199,0.0604,0.0349,0.0952,1.289E-21,14.5396,0.2140,0.0619,0.0349,0.0476,1.342E-23,14.5396,0.2140,0.0619,0.0349,0.0476,1.342E-23,3.9442,0.0044,0.1844,0.0000,0.0000,3.797E-16,10.9440,0.1462,0.0759,0.0349,0.0476,7.782E-22
4747 (average),85.6000,2.5672,2.9740,500.0000,0.9681,21.4000,2.7465,0.9638,0.0174,10081.6000,18.2481,3.7089,0.2470,6.0332,2.0794,9.8946,11.3224,2.7910,3.2323,1.0148,0.1757,0.0013,0.1729,0.0611,3.1274,0.5741,0.0000,0.1372,0.0989,37.0796,0.1020,0.9412,1.3847,2.2038,0.4575,1.6107,15.5355,5.3183,1.0028,0.6714,0.5313,0.4899,0.3037,0.5226,5.0163,0.9733,0.0000,0.0000,0.1641,62.7708,6.6535,0.0419,1.0000,0.0048,0.1843,0.0000,0.0000,0.0000,5.0000,0.0268,0.1457,0.0187,0.0372,0.0000,10.0000,0.1262,0.0811,0.0374,0.0467,0.0000,4.2294,0.0048,0.1843,0.0000,0.0000,0.0000,23.4571,0.3434,0.0398,0.0934,0.2160,0.0000,16.7595,0.2432,0.0553,0.0560,0.0935,0.0000,16.0958,0.2331,0.0569,0.0444,0.0840,0.0000,14.0906,0.1988,0.0647,0.0444,0.0558,0.0000,13.3403,0.1867,0.0678,0.0420,0.0372,0.0000,4.2294,0.0048,0.1843,0.0000,0.0000,0.0000,10.7440,0.1399,0.0769,0.0397,0.0467,0.0000
4763_0,123,2.4258,2.7015,500,0.9533,31,2.5867,0.9638,0.0139,10114,5.0442,3.7811,4.0883,2.7176,1.4537,6.0143,0.7876,48.3230,0.6314,0.0043,0.1299,0.8645,0.6339,0.1720,3.3281,3.0166,0.3186,0.0786,5.4844,13.1279,0.0000,0.0000,0.0000,2.6921,2.4297,0.0000,1.1259,4.2166,1.7024,0.2903,0.0000,2.2995,0.3386,4.1653,8.8433,1.9552,0.0000,0.0870,0.2312,69.6228,6.8004,0.0475,1.0000,0.0101,0.1271,0.0732,0.0323,3.586E-45,5.0000,0.0101,0.1271,0.0732,0.0323,3.586E-45,10.0000,0.0968,0.0708,0.0732,0.0323,0E0,0.4367,0.0101,0.7748,0.0000,0.0000,1.341E-3,18.8524,0.4514,0.0429,0.0976,0.1935,0E0,9.7524,0.0816,0.0732,0.0732,0.0323,0E0,13.5992,0.2702,0.0537,0.0732,0.0968,0E0,12.6442,0.2192,0.0568,0.0732,0.0645,0E0,12.6431,0.2191,0.0568,0.0732,0.0323,0E0,8.6411,0.0348,0.0914,0.0732,0.0323,1.226E-64,8.7497,0.0391,0.0888,0.0732,0.0323,0E0
4763_1,123,2.5396,2.7832,500,0.9593,31,2.1450,0.9335,0.0234,10116,4.0609,3.2746,4.5028,11.3386,1.7884,5.5782,1.1748,47.9901,0.7367,0.0078,0.0863,0.7936,3.0159,0.1998,1.8455,3.4686,0.1839,0.0285,4.2901,5.6351,0.8908,0.0000,0.0000,6.0111,7.8616,2.4896,4.4000,0.0000,5.5156,0.0000,2.9930,0.0000,6.4267,1.3428,4.1157,0.0000,0.0000,1.4056,4.4605,52.0869,6.6780,0.0424,1.0000,0.0070,0.1373,0.0569,0.0968,1.471E-35,5.0000,0.0070,0.1373,0.0569,0.0968,1.471E-35,10.0000,0.1589,0.0594,0.0569,0.0968,0E0,0.4404,0.0070,0.7849,0.0000,0.0000,1.78E-3,16.1508,0.3663,0.0433,0.0976,0.2581,0E0,10.6152,0.1886,0.0569,0.0569,0.0968,0E0,11.2346,0.2181,0.0547,0.0569,0.1290,0E0,6.8378,0.0205,0.0968,0.0569,0.0968,2.155E-52,11.1159,0.2109,0.0551,0.0569,0.0968,0E0,7.1316,0.0308,0.0877,0.0569,0.0968,2.657E-58,7.5895,0.0469,0.0785,0.0569,0.0968,0E0
